timestamp,symbol,close,log return
2016-01-15 05:00:00+00:00,AAPL,21.97,0.0018223239667220683
2016-01-15 05:00:00+00:00,ABBV,39.19,0.04115163972929507
2016-01-15 05:00:00+00:00,ABT,34.26,0.0032159068791748186
2016-01-15 05:00:00+00:00,ACN,86.29,0.010836109526718376
2016-01-15 05:00:00+00:00,ADBE,89.17,0.01491384551368196
2016-01-15 05:00:00+00:00,ADI,41.36,-0.003138204144602947
2016-01-15 05:00:00+00:00,ADP,63.82,-0.0026602003012714376
2016-01-15 05:00:00+00:00,AMAT,14.43,-0.04339663985262466
2016-01-15 05:00:00+00:00,AMD,2.03,-0.052770035980064335
2016-01-15 05:00:00+00:00,AMGN,115.16,0.00400244160865004
2016-01-15 05:00:00+00:00,AMZN,28.51,-0.06254161458092658
2016-01-15 05:00:00+00:00,ANET,4.053,-0.06008747521331191
2016-01-15 05:00:00+00:00,AVGO,9.355,-0.06637408825899072
2016-01-15 05:00:00+00:00,AXP,55.22,-0.01134431901320143
2016-01-15 05:00:00+00:00,BA,112.6,-0.034135390526259864
2016-01-15 05:00:00+00:00,BAC,11.81,-0.05036144629606176
2016-01-15 05:00:00+00:00,BKNG,1075.01,-0.04517747826647885
2016-01-15 05:00:00+00:00,BLK,234.71,-0.03709472112551393
2016-01-15 05:00:00+00:00,BMY,46.82,-0.013366062993172247
2016-01-15 05:00:00+00:00,BSX,17.87,0.02493046963940718
2016-01-15 05:00:00+00:00,BX,15.85,-0.03776369492563421
2016-01-15 05:00:00+00:00,C,32.34,-0.08275061212877484
2016-01-15 05:00:00+00:00,CAT,48.02,-0.042802539234760316
2016-01-15 05:00:00+00:00,CB,91.7,-0.005329285548083733
2016-01-15 05:00:00+00:00,CMCSA,22.0,-0.013992555086125198
2016-01-15 05:00:00+00:00,COP,29.73,-0.09521844089320143
2016-01-15 05:00:00+00:00,COST,127.17,-0.011415292057968629
2016-01-15 05:00:00+00:00,CRM,70.46,-0.03294546983419584
2016-01-15 05:00:00+00:00,CSCO,17.82,-0.04820210181787763
2016-01-15 05:00:00+00:00,CVX,56.46,0.018591883390510818
2016-01-15 05:00:00+00:00,DE,62.82,-0.008717069224925107
2016-01-15 05:00:00+00:00,DHR,163.09,-0.03813766650118848
2016-01-15 05:00:00+00:00,DIS,87.51,-0.055347458018428816
2016-01-15 05:00:00+00:00,ETN,37.66,-0.026982645483415262
2016-01-15 05:00:00+00:00,FI,43.4,-0.0020715855031879812
2016-01-15 05:00:00+00:00,GE,202.04,0.0013868253832423935
2016-01-15 05:00:00+00:00,GILD,65.9,-0.049006919345310276
2016-01-15 05:00:00+00:00,GOOG,34.56,-0.02824321231339482
2016-01-15 05:00:00+00:00,GOOGL,35.35,-0.028445866656315797
2016-01-15 05:00:00+00:00,GS,128.78,-0.052193649933555526
2016-01-15 05:00:00+00:00,HD,95.68,-0.03844458878966055
2016-01-15 05:00:00+00:00,HON,76.58,-0.0119419903101529
2016-01-15 05:00:00+00:00,IBM,86.56,-0.012285589969587764
2016-01-15 05:00:00+00:00,ICE,43.58,-0.019316587431343315
2016-01-15 05:00:00+00:00,INTC,23.52,-0.05741820624366285
2016-01-15 05:00:00+00:00,INTU,85.29,-0.017894969741535555
2016-01-15 05:00:00+00:00,ISRG,61.92,0.03785214103154627
2016-01-15 05:00:00+00:00,JNJ,75.2,-0.011897033911845942
2016-01-15 05:00:00+00:00,JPM,44.52,-0.03226799292769122
2016-01-15 05:00:00+00:00,KKR,11.18,-0.052276710496487466
2016-01-15 05:00:00+00:00,KO,30.97,-0.0003228410036112472
2016-01-15 05:00:00+00:00,LLY,68.82,0.0
2016-01-15 05:00:00+00:00,LMT,166.44,0.01440266954013661
2016-01-15 05:00:00+00:00,LOW,58.51,-0.022977865137115944
2016-01-15 05:00:00+00:00,LRCX,5.946,-0.03649377143344981
2016-01-15 05:00:00+00:00,MA,84.07,-0.013234270907543708
2016-01-15 05:00:00+00:00,MCD,91.85,-0.002609548072141122
2016-01-15 05:00:00+00:00,MDT,59.74,0.0020107245380384877
2016-01-15 05:00:00+00:00,META,94.53,-0.024555854807543805
2016-01-15 05:00:00+00:00,MMC,44.63,-0.014238282806688677
2016-01-15 05:00:00+00:00,MRK,38.64,0.0012948337947898704
2016-01-15 05:00:00+00:00,MS,20.01,-0.08888368609303442
2016-01-15 05:00:00+00:00,MSFT,44.89,-0.02594692615398488
2016-01-15 05:00:00+00:00,MU,10.84,-0.1855451377572023
2016-01-15 05:00:00+00:00,NEE,20.84,0.00047996161228569664
2016-01-15 05:00:00+00:00,NFLX,104.04,-0.0682621162766476
2016-01-15 05:00:00+00:00,NKE,51.61,-0.02241687891454226
2016-01-15 05:00:00+00:00,NOW,76.34,-0.023049058691394474
2016-01-15 05:00:00+00:00,NVDA,0.6615,-0.08889923860375434
2016-01-15 05:00:00+00:00,ORCL,29.69,-0.0153746343975259
2016-01-15 05:00:00+00:00,PANW,25.8,-0.04989697114462304
2016-01-15 05:00:00+00:00,PEP,71.64,-0.03430162053007524
2016-01-15 05:00:00+00:00,PFE,21.09,-0.006145138695153829
2016-01-15 05:00:00+00:00,PG,58.06,-0.013004974529365148
2016-01-15 05:00:00+00:00,PGR,23.52,-0.005511991907515776
2016-01-15 05:00:00+00:00,PLD,29.93,-0.056508538685940975
2016-01-15 05:00:00+00:00,PM,54.24,-0.004782058037058273
2016-01-15 05:00:00+00:00,QCOM,34.89,-0.0011458036200577759
2016-01-15 05:00:00+00:00,RTX,136.98,-0.054205533856941795
2016-01-15 05:00:00+00:00,SBUX,48.37,0.024062255177524937
2016-01-15 05:00:00+00:00,SCHW,24.04,-0.07065538226056498
2016-01-15 05:00:00+00:00,SPGI,76.38,-0.06156375526549247
2016-01-15 05:00:00+00:00,SYK,82.45,0.03593200922606337
2016-01-15 05:00:00+00:00,T,19.7,0.013285836711649719
2016-01-15 05:00:00+00:00,TJX,29.61,0.008478938367185157
2016-01-15 05:00:00+00:00,TMO,129.37,-0.010457611643958071
2016-01-15 05:00:00+00:00,TMUS,36.42,-0.053980509802629764
2016-01-15 05:00:00+00:00,TSLA,13.67,-0.028841220390439508
2016-01-15 05:00:00+00:00,TXN,37.37,-0.047553368714147545
2016-01-15 05:00:00+00:00,UNH,95.02,-0.008070899636025213
2016-01-15 05:00:00+00:00,UNP,60.4,0.0034828793810897825
2016-01-15 05:00:00+00:00,V,67.33,-0.014596646923124854
2016-01-15 05:00:00+00:00,VRTX,97.91,-0.12286548050539543
2016-01-15 05:00:00+00:00,VZ,27.98,-0.00889527302806287
2016-01-15 05:00:00+00:00,WFC,37.43,-0.015113637810048184
2016-01-15 05:00:00+00:00,WMT,17.32,-0.025649739032270823
2016-01-15 05:00:00+00:00,XOM,51.39,0.03787505347985116
2016-01-22 05:00:00+00:00,AAPL,22.94,0.04320422530470588
